baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ensembl_gene_id,hgnc_symbol
9.61804772845456,0.53264504279245,0.711381819451577,0.7487470556994,0.454009676085709,1,ENSG00000000003,TSPAN6
612.947555257099,0.524496638820813,0.492406084611709,1.06517091321975,0.286798593636861,1,ENSG00000000419,DPM1
489.00392984743,0.166229847041625,0.465283408522745,0.357265795420038,0.720892833835341,1,ENSG00000000457,SCYL3
20.8846951818281,-0.0853331499147421,0.69906658602144,-0.122067270301666,0.902845742513315,1,ENSG00000000460,C1orf112
202.442619599773,1.10488904288692,0.598079653829484,1.84739446629283,0.0646899906228705,0.784296723334736,ENSG00000000938,FGR
14.5530789122836,1.60807574841345,0.6751917108763,2.38165801284261,0.0172348948667955,0.488137690799491,ENSG00000000971,CFH
90.6485354290913,0.0332493954212314,0.608997159073282,0.0545969630988548,0.95645955824791,1,ENSG00000001036,FUCA2
180.513028955355,0.86705340515705,0.593262794797103,1.46149971439484,0.143878353874222,0.972801346684045,ENSG00000001084,GCLC
158.508033880046,0.0122824138535593,0.62644105598884,0.0196066553048178,0.984357154689253,1,ENSG00000001167,NFYA
85.9253098285087,-0.26091554362259,0.503201593234183,-0.518510964851344,0.604101811812001,1,ENSG00000001460,STPG1
214.556656922806,0.279074157037177,0.587183013445742,0.475276277832864,0.634590065104318,1,ENSG00000001461,NIPAL3
139.077752784236,0.167776519218953,0.635987833671664,0.263804604956594,0.791930485997848,1,ENSG00000001497,LAS1L
750.491466266809,-1.45120066844512,0.622442978850464,-2.33145961598798,0.0197291371370783,0.509474611239626,ENSG00000001561,ENPP4
1.01068499006583,0.0714776702201574,0.553176258051114,0.129213192323147,0.897188957755832,NA,ENSG00000001617,SEMA3F
10.2397772730217,-0.316653379641077,0.670112686416019,-0.472537509078723,0.636543175141175,1,ENSG00000001626,CFTR
103.981196627467,-0.946238570632805,0.457630399423758,-2.06769168268606,0.0386690245221469,0.667821728965853,ENSG00000001629,ANKIB1
983.187585679385,0.0741944923041046,0.59774664598614,0.124123644695156,0.901217377166322,1,ENSG00000001630,CYP51A1
188.917622756129,0.505435279120271,0.46977422672789,1.07591104484546,0.281967041834988,1,ENSG00000001631,KRIT1
51.0712313666506,0.28845960339625,0.631320136926033,0.456914941444434,0.647732184107487,1,ENSG00000002016,RAD52
117.457744423504,-0.150797356333739,0.553895260459741,-0.272248865622312,0.785430670940646,1,ENSG00000002330,BAD
3786.95815507308,-0.281291015266477,0.50929350871553,-0.552316121161469,0.580731787358191,1,ENSG00000002549,LAP3
82.4320647907766,-0.0290297686354174,0.585267267524094,-0.049600875098012,0.960440449264773,1,ENSG00000002586,CD99
47.5156784514601,0.45980823565728,0.703860241914376,0.653266384824753,0.513584559565937,1,ENSG00000002587,HS3ST1
574.515498427326,0.658877220432676,0.703504589988762,0.936564209827262,0.348982769275301,1,ENSG00000002726,AOC1
1.71283128535303,0.0295008715321263,0.611073606981371,0.048277116201855,0.961495391909434,NA,ENSG00000002745,WNT16
25.373770861118,-0.326698111252184,0.742305394796318,-0.440112807400284,0.659855406359727,1,ENSG00000002746,HECW1
119.995899116638,0.645805656724088,0.552655801374861,1.16854949340529,0.242585187374915,1,ENSG00000002822,MAD1L1
749.485481966429,-0.161735762568538,0.620643837754396,-0.260593520357389,0.794405987083752,1,ENSG00000002834,LASP1
795.38761436399,0.279637096086541,0.641912443185335,0.435631212722579,0.663104320923837,1,ENSG00000002919,SNX11
783.344350287113,0.377697776052355,0.589483750386599,0.640726357265405,0.521700486496532,1,ENSG00000002933,TMEM176A
1075.22195789547,0.590080375896511,0.597285295055075,0.987937223269661,0.323183393958344,1,ENSG00000003056,M6PR
60.1481283177972,0.722141110187841,0.579187929380952,1.24681657464733,0.212464761646145,1,ENSG00000003147,ICA1
1.06672212251915,0.223201277557655,0.635619429997144,0.351155529588921,0.72547167053412,NA,ENSG00000003249,DBNDD1
62.819057850643,0.232112372437935,0.536438961255877,0.432691115303273,0.665239185284856,1,ENSG00000003393,ALS2
66.1533487909436,-0.435831482693225,0.613608174221522,-0.710276526622481,0.47753267316805,1,ENSG00000003400,CASP10
6223.99398182522,-0.516481027801203,0.596607144548394,-0.865697021097789,0.386656334054543,1,ENSG00000003402,CFLAR
6256.6564833719,0.264496150170822,0.609752034030123,0.433776577049935,0.66445069224985,1,ENSG00000003436,TFPI
89.2026013556384,-0.336178098906868,0.614388045419744,-0.547175521094644,0.584258151888992,1,ENSG00000003509,NDUFAF7
589.74167635486,-0.193421446551569,0.553456930881291,-0.349478768372412,0.726729907587908,1,ENSG00000003756,RBM5
7.1252190290848,-0.203098589836738,0.708005174584539,-0.286860318437527,0.774219275371013,NA,ENSG00000003987,MTMR7
17.5568523208456,1.47249636229364,0.668973221515957,2.20112900626548,0.0277268923658125,0.595341341622156,ENSG00000003989,SLC7A2
227.614198410322,-0.310669599287683,0.642885328881922,-0.48324263337598,0.628923467239082,1,ENSG00000004059,ARF5
12.770161257257,-0.0170056797392157,0.702180357262882,-0.0242183928435485,0.98067840706523,1,ENSG00000004139,SARM1
